word|pinyin
也关|yeguan
清溪|qingxi
无关|wuguan
搞不好|gaobuhao
绑订|bangding
分再|fenzai
完能|wanneng
撤底|chedi
解退|jietui
酷奇|kuqi
税率|shuilv
买下|maixia
付会|fuhui
青青|qingqing
越早|yuezao
这么晚|zhemewan
商改|shanggai
哪期|naqi
影象|yingxiang
算多|suanduo
封空|fengkong
没想点|meixiangdian
养树|yangshu
删卡会|shankahui
单是|danshi
快捷|kuaijie
多退|duotui
但订|danding
修|xiu
好码|haoma
天是|tianshi
用累|yonglei
接清|jieqing
西沟|xigou
完美|wanmei
错误|cuowu
四块|sikuai
请别|qingbie
狂欢节|kuanghuanjie
再缴|zaijiao
从不|congbu
有救|youjiu
二月份|eryuefen
码扫|masao
处置|chuzhi
总多|zongduo
含义|hanyi
降額|jiange
划出|huachu
除掉|chudiao
钱扣|qiankou
调小后|diaoxiaohou
煤气|meiqi
直持|zhichi
主人|zhuren
笔里|bili
权是|quanshi
出处|chuchu
一分钟|yifenzhong
开封|kaifeng
咱们|zanmen
买块|maikuai
预约|yuyue
后多会|houduohui
整个|zhengge
干不了|ganbuliao
贷同|daitong
中|zhong
期能|qineng
提行|tixing
过会|guohui
费用|feiyong
八百|babai
转化|zhuanhua
转进|zhuanjin
测评|ceping
新一轮|xinyilun
礼券|liquan
扣后|kouhou
推延|tuiyan
起腿款|qituikuan
享用|xiangyong
国光|guoguang
酬金|choujin
提不高|tibugao
合同期|hetongqi
看起|kanqi
黄|huang
同学|tongxue
但货|danhuo
法院|fayuan
提错|ticuo
光闭|guangbi
农信|nongxin
某|mou
理赔|lipei
开办|kaiban
设备|shebei
没份|meifen
付过|fuguo
国庆|guoqing
三|san
二天|ertian
怎改|zengai
同理|tongli
商货|shanghuo
再涨|zaizhang
以贷还贷|yidaihuandai
版块|bankuai
爆发|baofa
四毛|simao
需|xu
签好|qianhao
欠钱|qianqian
再领|zailing
充爱奇艺|chongaiqiyi
丢失|diushi
货前|huoqian
错点成|cuodiancheng
退回去|tuihuiqu
所|suo
提度|tidu
或天|huotian
转帐|zhuanzhang
圈子|quanzi
我想查|woxiangcha
阅读|yuedu
加钱|jiaqian
按原|anyuan
意向|yixiang
零食|lingshi
我小蓝|woxiaolan
连交|lianjiao
不少|bushao
前提条件|qiantitiaojian
搞不懂|gaobudong
万分|wanfen
派送|paisong
抛弃|paoqi
欠过|qianguo
女朋友|nvpengyou
双方|shuangfang
货不在|huobuzai
再开|zaikai
中止|zhongzhi
十二用|shieryong
可次|keci
拳|quan
间隔|jiange
蝙蝠|bianfu
几乎|jihu
关可|guanke
片|pian
还款法|haikuanfa
注消|zhuxiao
承诺|chengnuo
挂失|guashi
还贷|huandai
用要|yongyao
工作|gongzuo
票扣|piaokou
那页|naye
一千二|yiqianer
缴清|jiaoqing
查欠|chaqian
有过|youguo
量贩式|liangfanshi
累计|leiji
美金|meijin
什降|shenjiang
重要|zhongyao
关系|guanxi
时间性|shijianxing
举行|juxing
总额|zonge
省|sheng
期的息|qidexi
花销|huaxiao
经验|jingyan
便宜|pianyi
十二月份|shieryuefen
明白|mingbai
使用率|shiyonglv
法能|faneng
还们|haimen
奖励金|jianglijin
有余|youyu
会罚|huifa
前面|qianmian
开甬|kaiyong
说用|shuoyong
货运费|huoyunfei
我读|wodu
相斥|xiangchi
全额|quane
订|ding
仅限|jinxian
度里|duli
总扣|zongkou
到时候|daoshihou
查应|chaying
影像|yingxiang
我花坝|wohuaba
后会算|houhuisuan
花到|huadao
恢复原状|huifuyuanzhuang
开时|kaishi
二三百|ersanbai
六千|liuqian
百分之几|baifenzhiji
举例|juli
哪开|nakai
转卡转|zhuankazhuan
扫得|saode
我俩|wolia
还数|haishu
同时|tongshi
禁言|jinyan
消了|xiaole
物流|wuliu
个人消费|gerenxiaofei
刚满|gangman
往上升|wangshangsheng
开能查|kainengcha
人寿保险|renshoubaoxian
干叨|gandao
一名|yiming
违法行为|weifaxingwei
十二点|shierdian
￣|￣
不会错|buhuicuo
期款|qikuan
立刻|like
邮政网|youzhengwang
量|liang
过开|guokai
绿色|lvse
tst|tst
以防|yifang
简介|jianjie
没货|meihuo
升网|shengwang
乡下人|xiangxiaren
分不在|fenbuzai
家里|jiali
完才|wancai
咔|ka
号摩拜|haomobai
正品|zhengpin
不符|bufu
最小|zuixiao
五角钱|wujiaoqian
储蓄|chuxu
冲好|chonghao
慢提|manti
丢掉|diudiao
请常|qingchang
证和友|zhengheyou
无|wu
办证|banzheng
账单|zhangdan
没管|meiguan
元话|yuanhua
还会算|haihuisuan
付数|fushu
变慢|bianman
余后|yuhou
段时间|duanshijian
說|shuo
可不可以|kebukeyi
周卡|zhouka
到帳|daozhang
弄不清|nongbuqing
动结|dongjie
货款|huokuan
出线|chuxian
不付合|bufuhe
供|gong
旅游网|lvyouwang
能张|nengzhang
清单|qingdan
可降|kejiang
他付|tafu
划|hua
零时|lingshi
害得|haide
分是|fenshi
解不开|jiebukai
卖|mai
至少|zhishao
什时升|shenshisheng
猫|mao
欠|qian
实惠|shihui
不怕|bupa
车牌号码|chepaihaoma
确要|queyao
wan|wan
不一祥|buyixiang
还加|haijia
怎樣|zenyang
号会|haohui
费能|feineng
五福|wufu
阿上|ashang
款付|kuanfu
负着|fuzhe
建立|jianli
妃|fei
扣重|kouzhong
调查|diaocha
实人|shiren
周二|zhouer
浦发银行|pufayinhang
搞了半天|gaolebantian
清欠|qingqian
各人|geren
警察|jingcha
单买|danmai
会加美|huijiamei
事实|shishi
旧卡|jiuka
一夜之间|yiyezhijian
融水|rongshui
具有|juyou
怎梓|zenzi
数是|shushi
济州|jizhou
悄悄|qiaoqiao
提速|tisu
香|xiang
登不去|dengbuqu
商贷|shangdai
出境|chujing
更改|genggai
实在|shizai
抄|chao
基金|jijin
解散|jiesan
做个|zuoge
停车费|tingchefei
帮回|banghui
问要|wenyao
乳|ru
逐渐|zhujian
板块|bankuai
超额|chaoe
真有|zhenyou
多些|duoxie
票钱|piaoqian
算几厘|suanjili
开对|kaidui
有什出|youshenchu
天呐|tianna
短息|duanxi
存|cun
代激|daiji
越大|yueda
借贝|jiebei
扭|niu
额数|eshu
处消|chuxiao
学校|xuexiao
任何人|renheren
早早|zaozao
怎借|zenjie
单后|danhou
事儿|shier
吊|diao
评分|pingfen
里够|ligou
加在一起|jiazaiyiqi
十月份|shiyuefen
可贷|kedai
首收|shoushou
这多|zheduo
液|ye
付帐|fuzhang
五百元|wubaiyuan
日会发|rihuifa
几种|jizhong
xit|xit
结么|jieme
带带|daidai
会率|huilv
强开|qiangkai
一开|yikai
极好|jihao
拜拜|baibai
点进|dianjin
奇|qi
结帐|jiezhang
端口|duankou
将来|jianglai
变过|bianguo
排名|paiming
支宝|zhibao
改卷|gaijuan
没到|meidao
差看|chakan
矛盾|maodun
肿|zhong
银|yin
人太多|rentaiduo
乍|zha
借借|jiejie
预付款|yufukuan
解约|jieyue
回馈|huikui
跳不出|tiaobuchu
一个十二|yigeshier
后果|houguo
排队|paidui
上述|shangshu
改将|gaijiang
脚|jiao
改到|gaidao
过万|guowan
很久没|henjiumei
邮政储蓄|youzhengchuxu
可弄成|kenongcheng
乱来|luanlai
资金|zijin
别家|biejia
这比钱|zhebiqian
只够|zhigou
虾米|xiami
发布|fabu
用卡|yongka
方|fang
宝箱|baoxiang
降调|jiangdiao
鬼|gui
后息|houxi
一同|yitong
下一毕|xiayibi
避过|biguo
卡屏|kaping
负款|fukuan
d|d
写个|xiege
什开|shenkai
国际|guoji
老人|laoren
用密|yongmi
咋会|zahui
刷卡器|shuakaqi
经济|jingji
加急|jiaji
两百元|liangbaiyuan
彻消|chexiao
度图|dutu
157|157
发钱|faqian
算有|suanyou
此|ci
提额慢|tieman
吃完饭|chiwanfan
还会少|haihuishao
新人|xinren
续|xu
取代|qudai
会列进|huiliejin
看|kan
好使|haoshi
异常|yichang
没数|meishu
解决方案|jiejuefangan
需下|xuxia
呈现|chengxian
智格|zhige
联|lian
没拿到|meinadao
玩|wan
年前|nianqian
几回|jihui
会交|huijiao
看上|kanshang
各种|gezhong
购物车|gouwuche
人开|renkai
api|api
丶|zhu
贝|bei
但款|dankuan
根儿|gener
分俩|fenlia
具体条件|jutitiaojian
其余|qiyu
出差|chuchai
作预|zuoyu
调大|diaoda
冲突|chongtu
摇奖|yaojiang
欠额|qiane
解嘛|jiema
水电|shuidian
里交|lijiao
小花|xiaohua
街用|jieyong
那和开|nahekai
授權|shouquan
开不着|kaibuzhe
缺买|quemai
订制|dingzhi
这一单|zheyidan
任何|renhe
哪次|naci
错误代码|cuowudaima
48|48
平台|pingtai
年费|nianfei
用不来|yongbulai
最|zui
水电费|shuidianfei
签合同|qianhetong
时说|shishuo
发给|fagei
双鞋|shuangxie
节清|jieqing
分过|fenguo
不是|bushi
无权|wuquan
只加|zhijia
郑州|zhengzhou
钱喃|qiannan
分刚|fengang
哪儿|naer
海报|haibao
夫|fu
拖欠|tuoqian
这月花|zheyuehua
转钱|zhuanqian
覆约|fuyue
一个月|yigeyue
能干|nenggan
不账|buzhang
末到|modao
非复|feifu
帳户|zhanghu
截不聊|jiebuliao
截个|jiege
安见|anjian
刷面|shuamian
能超|nengchao
天呀|tianya
三百多元|sanbaiduoyuan
十个月|shigeyue
可一|keyi
陪|pei
三千五|sanqianwu
第六期|diliuqi
已过期|yiguoqi
复原|fuyuan
网商开|wangshangkai
帮不上|bangbushang
要时|yaoshi
已未出|yiweichu
原路|yuanlu
拒签|juqian
人去|renqu
没经|meijing
无敌|wudi
抽免|choumian
我想关|woxiangguan
申直|shenzhi
没输|meishu
法定|fading
脱期|tuoqi
年货|nianhuo
拼|pin
已到|yidao
本|ben
hys|hys
农村|nongcun
写人|xieren
啷|lang
我货|wohuo
三天|santian
接单|jiedan
商品价格|shangpinjiage
另一方|lingyifang
调低|diaodi
假如|jiaru
键不亮|jianbuliang
确说|queshuo
返|fan
点|dian
日新|rixin
不是故意|bushiguyi
回个|huige
改回去|gaihuiqu
时该|shigai
获|huo
款项|kuanxiang
没欠|meiqian
一期|yiqi
怎木换|zenmuhuan
此次|cici
nian|nian
优酷|youku
发旧|fajiu
刮胡刀|guahudao
两点钟|liangdianzhong
日|ri
八位|bawei
贷比|daibi
乛|ya
清洗|qingxi
不想|buxiang
至今|zhijin
公号|gonghao
选泽|xuanze
前会|qianhui
约定|yueding
保证金|baozhengjin
进行|jinxing
莫法|mofa
完再|wanzai
很难|hennan
笔数|bishu
百货店|baihuodian
麻辣|mala
合同|hetong
审|shen
弹|dan
八心|baxin
眨眼|zhayan
一分|yifen
膜|mo
退多|tuiduo
交不|jiaobu
彻底|chedi
标签|biaoqian
免密付|mianmifu
主用|zhuyong
分辩|fenbian
跟着|genzhe
花吸|huaxi
我加|wojia
生气|shengqi
叫|jiao
转卡到|zhuankadao
长期贷款|changqidaikuan
贷后|daihou
已过|yiguo
收不收|shoubushou
恶心|exin
有钱人|youqianren
降|jiang
个点|gedian
调大嘛|diaodama
部能|buneng
元能|yuanneng
无法访问|wufafangwen
抽中天|chouzhongtian
号生|haosheng
时输|shishu
昨天下午|zuotianxiawu
画面|huamian
没留|meiliu
先替|xianti
用花|yonghua
当时|dangshi
聚美买|jumeimai
戒|jie
部队|budui
q|q
哪扣|nakou
搞懂|gaodong
我邦|wobang
那钱会|naqianhui
攻略|gonglve
分类|fenlei
我设|woshe
选卡|xuanka
询下|xunxia
交不起|jiaobuqi
碼|ma
变到|biandao
兑换|duihuan
无所不能|wusuobuneng
商城|shangcheng
服务费|fuwufei
乐租|lezu
天要|tianyao
专享|zhuanxiang
我新开|woxinkai
方框|fangkuang
最尽|zuijin
为什么|weishenme
物品|wupin
一下子全部|yixiaziquanbu
淘淘|taotao
你|ni
怎去|zenqu
种类|zhonglei
多人多|duorenduo
目前|muqian
识不出|shibuchu
那想|naxiang
尴尬|ganga
卖方|maifang
变回去|bianhuiqu
需收|xushou
填补|tianbu
带扣|daikou
隐蔽|yinbi
因为|yinwei
清楚|qingchu
差钱|chaqian
店上|dianshang
关掉|guandiao
平时|pingshi
有误|youwu
换满|huanman
我邦定|wobangding
两期|liangqi
被告|beigao
用玛蚁|yongmayi
知不知道|zhibuzhidao
所借|suojie
刚退|gangtui
卡包|kabao
很久很久|henjiuhenjiu
个期|geqi
工具|gongju
糊涂|hutu
充费|chongfei
升高|shenggao
维权|weiquan
移|yi
再下|zaixia
强行|qiangxing
工服|gongfu
無法|wufa
急急|jiji
咬|yao
不虚要|buxuyao
临额|line
点卡|dianka
时刷|shishua
♂|♂
抵现|dixian
快题|kuaiti
先结|xianjie
不许|buxu
完要|wanyao
款码|kuanma
山地车|shandiche
一把|yiba
个|ge
存入|cunru
月长|yuezhang
推销|tuixiao
未来|weilai
省钱|shengqian
推给|tuigei
糸|mi
官方|guanfang
中刷|zhongshua
完有|wanyou
叠加|diejia
多年|duonian
八千|baqian
老号|laohao
小蚂哥|xiaomage
分钟|fenzhong
日未|riwei
九十多块|jiushiduokuai
供暖费|gongnuanfei
可分|kefen
元退|yuantui
新开|xinkai
卡是|kashi
還錢|haiqian
说算下|shuosuanxia
給|gei
绝不会|juebuhui
提申|tishen
单时|danshi
弥补|mibu
快速|kuaisu
荣盛|rongsheng
不开|bukai
还债|huanzhai
降低利率|jiangdililv
年龄|nianling
譬如说|pirushuo
冲|chong
会算|huisuan
一天天|yitiantian
多个|duoge
好些|haoxie
手环|shouhuan
美容美发|meirongmeifa
理由|liyou
再点|zaidian
元次|yuanci
琐|suo
军校|junxiao
开以|kaiyi
想到|xiangdao
网贷|wangdai
洪客|hongke
交小|jiaoxiao
账帮|zhangbang
事项|shixiang
等息|dengxi
金钱|jinqian
额要|eyao
清帐|qingzhang
会窃|huiqie
上定|shangding
五六年|wuliunian
产品|chanpin
这退|zhetui
商代|shangdai
开户|kaihu
宫业|gongye
把款|bakuan
能乱|nengluan
长分|zhangfen
变少|bianshao
完会|wanhui
三十|sanshi
操|cao
按|an
后日|houri
验证|yanzheng
能延|nengyan
满足条件|manzutiaojian
货钱|huoqian
平白无故|pingbaiwugu
缺货|quehuo
没改|meigai
那当|nadang
入帐|ruzhang
存上|cunshang
二个|erge
钱货|qianhuo
低有|diyou
订购|dinggou
项|xiang
元宵节|yuanxiaojie
反弹|fandan
想邦定|xiangbangding
公|gong
房租费|fangzufei
求|qiu
刻意|keyi
比较|bijiao
申请表|shenqingbiao
羊城通|yangchengtong
太晚|taiwan
两倍|liangbei
看有|kanyou
天为|tianwei
银行存款|yinhangcunkuan
不可|buke
没额|meie
给子|geizi
深圳|shenzhen
拒付|jufu
摇倒|yaodao
查寻|chaxun
白|bai
能拉|nengla
时买|shimai
出入|churu
上要|shangyao
回家|huijia
变迁|bianqian
会标|huibiao
求开|qiukai
发还|fahuan
长年|changnian
看不见|kanbujian
预算|yusuan
我莫法|womofa
贱|jian
款后|kuanhou
有助|youzhu
元卷|yuanjuan
收款|shoukuan
后台|houtai
延持|yanchi
专提额|zhuantie
汽车|qiche
按时|anshi
日到|ridao
那领|naling
买家|maijia
提货|tihuo
进人|jinren
钱克|qianke
读取|duqu
扫款|saokuan
第八天|dibatian
二万|erwan
半年|bannian
预计|yuji
腨|shuan
用加|yongjia
跳至|tiaozhi
这开|zhekai
借够|jiegou
如合|ruhe
那调|nadiao
说完|shuowan
好几百|haojibai
产险|chanxian
变|bian
付成|fucheng
才刚|caigang
冲错|chongcuo
xxxx|xxxx
混付|hunfu
决冻|juedong
短借|duanjie
键面|jianmian
碑码|beima
清零|qingling
从复|congfu
再寄|zaiji
挖领|waling
还会|haihui
余下|yuxia
排|pai
乱收费|luanshoufei
帐目|zhangmu
不下|buxia
多分|duofen
查阅|chayue
知付|zhifu
她们|tamen
弄关|nongguan
联系|lianxi
指标|zhibiao
但花|danhua
钱太少|qiantaishao
上个月|shanggeyue
货币|huobi
交还|jiaohuan
夜市|yeshi
见福|jianfu
方太|fangtai
桂林|guilin
半想用|banxiangyong
记到|jidao
大慨|dakai
提前|tiqian
江苏省|jiangsusheng
寻仙|xunxian
赠送给|zengsonggei
存折|cunzhe
补救|bujiu
放宽|fangkuan
我开|wokai
不如|buru
显|xian
押后|yahou
借线|jiexian
明细|mingxi
租金|zujin
里款|likuan
可用|keyong
提倡|tichang
收银台|shouyintai
时分|shifen
领呀|lingya
被动|beidong
从摩拜|congmobai
平衡|pingheng
空白页|kongbaiye
天计|tianji
弟|di
卡才|kacai
不朋是|bupengshi
提鹅|tie
那些|neixie
佳缘|jiayuan
同事|tongshi
什|shen
xxxxx|xxxxx
同过|tongguo
給我開|geiwokai
舒服|shufu
订单号|dingdanhao
同等|tongdeng
日利率|rililv
总去|zongqu
下限|xiaxian
要付|yaofu
只免|zhimian
单纯|danchun
还敢|haigan
名细能|mingxineng
领过|lingguo
下一单|xiayidan
票退|piaotui
变会|bianhui
升回去|shenghuiqu
复杂|fuza
家乡|jiaxiang
储物卡|chuwuka
部长|buzhang
十三|shisan
说开|shuokai
用想|yongxiang
优质|youzhi
花费|huafei
可傲|keao
赢免|yingmian
用些|yongxie
比人|biren
打错字|dacuozi
上开|shangkai
我微|wowei
关会|guanhui
笫|zi
一手|yishou
元会|yuanhui
解邦|jiebang
钱能|qianneng
法律|falv
销账|xiaozhang
弍|er
完好|wanhao
预缴|yujiao
副食店|fushidian
还弹|haidan
转到|zhuandao
满额|mane
买同|maitong
大参林|dacanlin
所有人|suoyouren
实体店|shitidian
贷过|daiguo
安排|anpai
专柜|zhuangui
有助于|youzhuyu
再加|zaijia
渤海|bohai
会限|huixian
没回|meihui
我们|women
買家開|maijiakai
最近|zuijin
投保|toubao
投诉|tousu
切换|qiehuan
二百元|erbaiyuan
三年|sannian
bu|bu
分已|fenyi
借不聊|jiebuliao
金额|jine
转错|zhuancuo
百分之十|baifenzhishi
合计|heji
伲|ni
代驾|daijia
随用|suiyong
花去|huaqu
ya|ya
延至|yanzhi
牙|ya
那比|nabi
小红书|xiaohongshu
分低|fendi
充值|chongzhi
背|bei
荆门|jingmen
改改|gaigai
想华|xianghua
通花唄|tonghuabei
账款|zhangkuan
储蓄卡|chuxuka
刮奖|guajiang
送|song
活跃度|huoyuedu
好餐|haocan
超级|chaoji
购不|goubu
收不上|shoubushang
发张|fazhang
开着|kaizhe
music|music
我手|woshou
撑|cheng
怎嘛|zenma
钱必|qianbi
确让|querang
越过|yueguo
com|com
缺|que
延续|yanxu
分三|fensan
地铁|ditie
未成年人|weichengnianren
火车站|huochezhan
剛開|gangkai
前两天|qianliangtian
短袖|duanxiu
数输错|shushucuo
五千|wuqian
实用|shiyong
肉|rou
借后|jiehou
可续|kexu
意见|yijian
勒个|leige
佩服|peifu
借过|jieguo
情形|qingxing
通玩|tongwan
有个|youge
借口|jiekou
借多|jieduo
查|cha
宴请|yanqing
迟些|chixie
数字证书|shuzizhengshu
意识|yishi
前段时间|qianduanshijian
总部|zongbu
转不上|zhuanbushang
幸运|xingyun
列表|liebiao
续借|xujie
退账|tuizhang
身边|shenbian
单品|danpin
封|feng
数有|shuyou
零售|lingshou
哪时|nashi
一千六|yiqianliu
补满|buman
能花|nenghua
网吧|wangba
掉|diao
不加|bujia
赠给|zenggei
华|hua
日租|rizu
有算|yousuan
违规|weigui
起前|qiqian
定制|dingzhi
武汉|wuhan
津贴|jintie
天|tian
换回来|huanhuilai
大不大|dabuda
这什退|zheshentui
展期|zhanqi
最少|zuishao
还行|haixing
有额|youe
换应|huanying
二类|erlei
首单|shoudan
奖金|jiangjin
时用|shiyong
买花|maihua
数天|shutian
没扣|meikou
但是|danshi
代表|daibiao
需向|xuxiang
商都|shangdou
打过|daguo
活动|huodong
一半一半|yibanyiban
还免|haimian
优衣库|youyiku
维修|weixiu
延长|yanchang
我重|wozhong
含息|hanxi
一涨|yizhang
代付|daifu
为什|weishen
甘久|ganjiu
欢快|huankuai
依赖|yilai
怎么办|zenmeban
联通公司|liantonggongsi
婴贝美|yingbeimei
用同|yongtong
澳大利亚|aodaliya
盆子|penzi
我离|woli
克制|kezhi
给付|geifu
怎么着|zenmezhao
那线|naxian
交完|jiaowan
航空公司|hangkonggongsi
和平|heping
墨西哥|moxige
当钱|dangqian
车费|chefei
老话|laohua
收买|shoumai
办车|banche
一增|yizeng
进账|jinzhang
免期|mianqi
途期|tuqi
卡开|kakai
厦门|xiamen
改还期|gaihaiqi
店铺|dianpu
窗口|chuangkou
分降|fenjiang
总和|zonghe
精确|jingque
钱行|qianxing
能支|nengzhi
回升|huisheng
海外|haiwai
武义县|wuyixian
秘码|mima
两台|liangtai
花多上|huaduoshang
脸通|liantong
字充|zichong
不知|buzhi
zhuanj|zhuanj
复利|fuli
高过|gaoguo
码字|mazi
小卖部|xiaomaibu
越低|yuedi
过款|guokuan
卡止|kazhi
被扣|beikou
写|xie
回卡上|huikashang
途径|tujing
医生|yisheng
通上|tongshang
街上|jieshang
捏|nie
责任|zeren
立牌|lipai
优惠权|youhuiquan
现有|xianyou
分才|fencai
用发|yongfa
餐馆|canguan
冲底|chongdi
自营|ziying
十万块|shiwankuai
努力|nuli
绿|lv
能复|nengfu
阿里|ali
余生|yusheng
钱应|qianying
那下|naxia
人生|rensheng
面息|mianxi
南昌|nanchang
生份证|shengfenzheng
先是|xianshi
起初|qichu
大于|dayu
通不|tongbu
各扣|gekou
多账|duozhang
士兵证|shibingzheng
来用|laiyong
相关联|xiangguanlian
简单|jiandan
咔里|kali
期内|qinei
先续|xianxu
学历|xueli
首贷会|shoudaihui
到底|daodi
两万块|liangwankuai
改号|gaihao
天然|tianran
地摊|ditan
该笔|gaibi
不换会|buhuanhui
账换|zhanghuan
此项|cixiang
随到|suidao
分为|fenwei
一万块|yiwankuai
外币|waibi
刚用|gangyong
维品|weipin
借多会|jieduohui
完以|wanyi
哪选|naxuan
可调|kediao
能租|nengzu
依旧|yijiu
理会|lihui
动手|dongshou
充值卡|chongzhika
跳回去|tiaohuiqu
承认|chengren
ap|ap
连锁|liansuo
时钱会|shiqianhui
误|wu
设好|shehao
谱|pu
礼品|lipin
不足以|buzuyi
自动化|zidonghua
调额|diaoe
位|wei
最多能|zuiduoneng
对账|duizhang
可德基|kedeji
不算|busuan
结完|jiewan
ki|ki
能负|nengfu
几率|jilv
节日|jieri
比应|biying
吗|ma
回到|huidao
自|zi
订正|dingzheng
换乱|huanluan
发送至|fasongzhi
可延|keyan
备用|beiyong
乐视|leshi
具备条件|jubeitiaojian
五千元|wuqianyuan
skk|skk
进去|jinqu
短期贷款|duanqidaikuan
能花出|nenghuachu
单他|danta
体检|tijian
受到|shoudao
会转|huizhuan
多支|duozhi
祢好|mihao
香港|xianggang
时不时|shibushi
五毛|wumao
能省|nengsheng
度够|dugou
找寻|zhaoxun
提点|tidian
蛮足|manzu
会算到|huisuandao
取款|qukuan
换上|huanshang
拖个|tuoge
敢|gan
怎开样|zenkaiyang
先关|xianguan
鼓励|guli
久久|jiujiu
波|bo
多高|duogao
叫用|jiaoyong
多号|duohao
改扣|gaikou
八九点|bajiudian
抽起|chouqi
送达|songda
定房|dingfang
后下|houxia
乱搞|luangao
付时|fushi
往后|wanghou
压力|yali
延期|yanqi
不再|buzai
店后|dianhou
拍摄|paishe
没多久|meiduojiu
结合|jiehe
借不上|jiebushang
售|shou
可币|kebi
好烦|haofan
贝壳|beike
规|gui
加|jia
撒|sa
优缺点|youquedian
两百多|liangbaiduo
账钱|zhangqian
如需|ruxu
徣|jie
会付|huifu
单钱|danqian
花是|huashi
胜额|shenge
尚有|shangyou
小鸣|xiaoming
值|zhi
认清|renqing
个例|geli
翻倍|fanbei
宝|bao
念|nian
女儿|nver
还款|haikuan
缴付|jiaofu
虫|chong
级|ji
毕业|biye
件|jian
无语|wuyu
十么|shime
点止|dianzhi
上充|shangchong
apple|apple
正数|zhengshu
日子|rizi
决定|jueding
能不刷|nengbushua
qb|qb
行么|xingme
接口|jiekou
上网|shangwang
啲|di
写错|xiecuo
分控|fenkong
家|jia
二百|erbai
不设|bushe
免息|mianxi
后悔|houhui
方法|fangfa
天刚|tiangang
骗人|pianren
划款|huakuan
用网|yongwang
对用|duiyong
问好|wenhao
沃尔玛|woerma
本是|benshi
pp|pp
灰|hui
别跟我|biegenwo
什还会|shenhaihui
总款|zongkuan
代购|daigou
奖|jiang
核对|hedui
永退|yongtui
点解|dianjie
打开|dakai
零头|lingtou
纠纷|jiufen
度算大|dusuanda
反款|fankuan
做点|zuodian
肆拾|sishi
聚宝|jubao
出票|chupiao
下下|xiaxia
联系方式|lianxifangshi
扣娜|kouna
这发|zhefa
调高来|diaogaolai
享|xiang
验证码|yanzhengma
收货人|shouhuoren
途虎|tuhu
扣出|kouchu
用用|yongyong
换款|huankuan
考驾照|kaojiazhao
花贝|huabei
先看|xiankan
左右|zuoyou
出具|chuju
换|huan
九个|jiuge
重用|zhongyong
帮查|bangcha
二年|ernian
完会开|wanhuikai
相互|xianghu
一两天|yiliangtian
分歧|fenqi
加微信|jiaweixin
驳回|bohui
跟结|genjie
个月免|geyuemian
共需|gongxu
值会|zhihui
若有|ruoyou
九百|jiubai
取消资格|quxiaozige
四百多|sibaiduo
天虹|tianhong
资金紧张|zijinjinzhang
柳州|liuzhou
要查|yaocha
台湾人|taiwanren
从何而来|congheerlai
用额|yonge
售货机|shouhuoji
改月|gaiyue
所购|suogou
扣卡上|koukashang
本来|benlai
两|liang
我收|woshou
搞定|gaoding
订机票|dingjipiao
退过|tuiguo
不|bu
jiu|jiu
吃|chi
二十次|ershici
叫邦定|jiaobangding
日萌|rimeng
百多|baiduo
怎末|zenmo
首要|shouyao
临得|linde
爱|ai
相连|xianglian
双向|shuangxiang
多花|duohua
单位|danwei
足|zu
挖里|wali
不张|buzhang
消耗|xiaohao
闪付|shanfu
付小|fuxiao
钱入|qianru
朋友圈|pengyouquan
ja|ja
暂时|zanshi
分以|fenyi
做堤|zuodi
密码|mima
债|zhai
友付|youfu
还少|haishao
那张|nazhang
码花|mahua
数和算|shuhesuan
当面|dangmian
之家|zhijia
蜜蜜|mimi
三点|sandian
接着|jiezhe
怀有|huaiyou
互换|huhuan
交到|jiaodao
两年|liangnian
电网|dianwang
我交过|wojiaoguo
太坑|taikeng
收货|shouhuo
能改|nenggai
挑|tiao
欠九佰多|qianjiubaiduo
缺陷|quexian
大礼包|dalibao
手套|shoutao
完退|wantui
现|xian
四百五十|sibaiwushi
发个|fage
货是|huoshi
客服|kefu
洛阳|luoyang
礼|li
代收款|daishoukuan
几十分钟|jishifenzhong
找不着|zhaobuzhe
海购|haigou
院校|yuanxiao
他点|tadian
那天|natian
增长|zengzhang
桌面上|zhuomianshang
连充|lianchong
榜定|bangding
退换货|tuihuanhuo
xxx|xxx
卡钱|kaqian
我换款|wohuankuan
小姐姐|xiaojiejie
卖价|maijia
息为|xiwei
未经|weijing
算在里面|suanzailimian
那帮|nabang
来到|laidao
时卡|shika
七千|qiqian
款厂|kuanchang
借给|jiegei
平安|pingan
买灯|maideng
而交|erjiao
寻找|xunzhao
是|shi
原来|yuanlai
华夏银行|huaxiayinhang
54|54
度太低|dutaidi
一人|yiren
不涨|buzhang
找下|zhaoxia
声请|shengqing
莫名其妙|momingqimiao
杯|bei
填低|tiandi
以外|yiwai
宝卡有|baokayou
也就是说|yejiushishuo
卡券|kaquan
出|chu
缺点|quedian
寄送|jisong
巴士|bashi
理财产品|licaichanpin
两仟元|liangqianyuan
位置|weizhi
大意|dayi
四天|sitian
哪哈|naha
全款|quankuan
信物|xinwu
哪取|naqu
所买|suomai
上会|shanghui
监管|jianguan
我连点|woliandian
付面|fumian
还出|haichu
再交|zaijiao
四个|sige
问问|wenwen
规格|guige
两三千元|liangsanqianyuan
没点|meidian
实数|shishu
不长额|buzhange
公开|gongkai
赠值|zengzhi
滴|di
